text,candidate,source,channel
Harna parxa sabai,leelamani gautam,yt:Rukum Purba chunav,comment
जुन पार्टीको उमेदवारले जित्छ उसैको फोटो राखेको छैन तिमीले😅😅 राशोपाले जित्छ अहिले🎉,leelamani gautam,yt:Rukum Purba chunav,comment
Jay parchanda,leelamani gautam,yt:Rukum Purba chunav,comment
हराउनु पर्ने देखिएकाे भएर हाेला किनकी २३-२४ काे घटनामा तपाईंको पार्टीको पनि सँलग्नता देखिन्छ ।,leelamani gautam,yt:Rukum Purba chunav,comment
Jay des Jay kamred prachanda,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचनडे केपी ओली सेरे देउवा बाबुराम राम्चन्द्र पौेल पतन गरेन भने देस कैलेपनी बनीन दैन मेरो लॉडो को घेरो जस्तो जै जेनजी पुस्ता 🇳🇵🇳🇵🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🇳🇵,leelamani gautam,yt:Rukum Purba chunav,comment
Sure harxan Prachanda le.,leelamani gautam,yt:Rukum Purba chunav,comment
Vrasta haru harne  dar le  mukh nee chopne mala lagaera mukh chopeko rahicha😅😮,leelamani gautam,yt:Rukum Purba chunav,comment
Rukumka jantale ghantima Bhot haler parcanda lai haraunuparchha,leelamani gautam,yt:Rukum Purba chunav,comment
हराउनु पर्ने हो यो पाली भोट हाल्दा जनताले जानी बुझी भोट हाल्छन होला,leelamani gautam,yt:Rukum Purba chunav,comment
Garlands लगाऐर ठूलो नेता बनदैन l,leelamani gautam,yt:Rukum Purba chunav,comment
"प्रचण्ड बुढो काम छैन है....! कामै छैन....! हिजो, तेहि भस्त्राचारी कांग्रेस र एमाले लाई साथ दियेको हो....! प्रचण्ड लाई हराउनै पर्छ ...., हार्नु पर्छ....!!!!!",leelamani gautam,yt:Rukum Purba chunav,comment
Purana  neta ko boli ma na fsnu hola...,leelamani gautam,yt:Rukum Purba chunav,comment
अरु केपीले शेरबहादुरले त जनतालाई झुक्याएका हुन् ढाँटेका हुन् सोझा जनतालाई जालमा पारेका हुन् यो ढाकाले त मान्छे मारेर आएको हो नि। सबैभन्दा बढी यो देश बिगार्नुमा यसैको हात छ हराउनैपर्छ। रुकुमका जनताले मनमा हात राखेर हराउनुपर्छ होला।,leelamani gautam,yt:Rukum Purba chunav,comment
"पाउना लाई होईन त्यहाँ रहिथानिलाई भोट दिउ ।
यि आज यता भोलि कता",leelamani gautam,yt:Rukum Purba chunav,comment
8:21 parbat ke huna कुसुम thapa mero gau ke,leelamani gautam,yt:Rukum Purba chunav,comment
जसरी पनि चुनाव जित्नै पर्ने?ठीक गरे ओलीले एउटै क्षेत्र बाट चुनाव लड्ने दम नभएको जनतिरष्कृत मान्छे रुहावट हो।,leelamani gautam,yt:Rukum Purba chunav,comment
"नेपाली जनतालाई सधैं झूट बोल्ने, भ्रष्ट, संसद मा हल्ला मात्र गर्ने तर काम नगर्ने पुराना खराब नेता जस्तो कि ओली, गगन, प्रचण्ड हरु जस्ता  लाइ  यो चुनावमा भोट नदिनु होला।",leelamani gautam,yt:Rukum Purba chunav,comment
Yo batase prachanda lai utano parnai parcha.,leelamani gautam,yt:Rukum Purba chunav,comment
"घण्टी का झोले हरु social media मा भुकेर केहि हुन्न result त फाल्गुन 21मा आउँछ। अरु केही गर्ने हुति छैन, यहि social media मा भुक्ने त होनि।",leelamani gautam,yt:Rukum Purba chunav,comment
अब पनि यस्लाइ भोट हाल्ने रुकुम पुर्बी जनता भेडा हुन भन्ने बुझिन्छ त्याँहा बाट जितेर यस्ले के गर्छ आफ्नो स्वार्थ लुट्न काठमाडौ भाग्छ,leelamani gautam,yt:Rukum Purba chunav,comment
"सहजै जित्छन् लाग्छ मलाई चै
किनकि प्रचण्डलाई जनयुद्ध कालदेखि नै पार्टी नेतृत्व मात्रै नभै देशकै नेतृत्व मान्दै आएका छन् ,अपवादमा २/४ जनाले विरोध गर्नु अस्वभाविक हैन।",leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्ड भन्ने कहाँ को के होर चुनाब हार्नै नहुने ???,leelamani gautam,yt:Rukum Purba chunav,comment
बिन्ती छ रुकुम को जनताहरु अब पनि  यो भ्रष्ट प्रचण्डे हत्यारालाई भोट दिनु हुन्छ भने तपाईं हरुले सुख पाउनु हुने छैन । अब काङ्ग्रेस एमाले माओवादी खाओबादी रा प्र पा कुनै पनि भ्रष्ट हरुलाई नजिताउनु होला ।नया लाई जिताएर मौका दिनु होला । जय माटो,leelamani gautam,yt:Rukum Purba chunav,comment
"पुष्प कमल दाहाल (प्रचण्ड) ले अब सक्दो छिट्टो राजनीति बात सन्यास लिनु पर्यो।  किनकि तिमीले अहिलेसम्म केहि गर्नु सके छैन, आफ्नै कामरेड हरुलाई धोका दिनु बाहेक।  तिमीले ध्यान दिनु पर्छ कि आफ्नै छोरा र छोरी हरु लाई संसद बनाएपछि, नेपाली जनताले तिमीलाई बिश्वास गर्नु सक्छ ?",leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्ड kp oli गगनथापा  ईतिन्जनाले हार्नुपर्छ  अनिमात्र।देशले शासफेर्छ,leelamani gautam,yt:Rukum Purba chunav,comment
Prachanda daraunu ko main karan…1. balen jati ko like comment kinna na sakne haisiyat bhako le 2. Pratigaman Kari le sunyojit rup ma sadyantra gareko le,leelamani gautam,yt:Rukum Purba chunav,comment
Aba prachanda lai rukum purba ma rukumeli janatale badera ghas halxan....,leelamani gautam,yt:Rukum Purba chunav,comment
Japali Janta r purbi rukum ko Janta katiko sichhit x herno Baki x hai,leelamani gautam,yt:Rukum Purba chunav,comment
"बालेन र रवि विदेशी दलाल हुन जमानत जफत हुन पर्छ।  मुसाफर हरु को हात मा देश 
जानुदिनु हुदैन।",leelamani gautam,yt:Rukum Purba chunav,comment
थुक्क ज्यान मारा😂😂😂,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्डले जसरि नि हार्नु पर्छ,leelamani gautam,yt:Rukum Purba chunav,comment
Kasaile ak choti dhoka dinxa vane tapaiko galti hoina tar dosro choti tei bekti Lai Biswas garer feri dhoka khanu vaneko tapaiko afnai galti hunexa... Herau purbi rukum ka  Janata ma Kati Chet xa,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्डजी केपी ओलीलाई चिनेको थिएन र सुनाउनुपर्यो। कसलाई सुनाएको यस्ता कुराहरू तपाईँहरूको केपीसँग आन्तरिक होइन र तपाईँहरूको त आन्दोकाँसिएको हो केपीसँग,leelamani gautam,yt:Rukum Purba chunav,comment
JAY balen jay ravi Jay ghanti jay rasopa jay Nepal vote for GHANTI 🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,leelamani gautam,yt:Rukum Purba chunav,comment
झिगा को सराप ले डिगो मर्दैन,leelamani gautam,yt:Rukum Purba chunav,comment
Tyo jyanmara lai purbi Rukumelile dhapam haai only Sandip,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्ड ले हार्नै पर्छ ।,leelamani gautam,yt:Rukum Purba chunav,comment
याे ज्यान्मारा प्रचन्डे लाई त्याहा काे जन्ता ले जिराे बनायर पठाउनु हाेला,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्ड को काम छैन पुर्बी रुकुम मा सिद्धै हार्छ।,leelamani gautam,yt:Rukum Purba chunav,comment
तिमि चाहिँ काे हौ र जिताइदिन पर्ने ।,leelamani gautam,yt:Rukum Purba chunav,comment
Bichaara runa maatra sakeko chhaina,leelamani gautam,yt:Rukum Purba chunav,comment
केपिरपरचनडलाइेहराउनुपरछ,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचन्डले हारेर देशमा भुइचालो जादैन ।झन देशलाइ फाइदाछ।,leelamani gautam,yt:Rukum Purba chunav,comment
रुकुम मा sandib पुनः r कुसुम ले Jitx ❤❤❤,leelamani gautam,yt:Rukum Purba chunav,comment
Rukum purbama ji hunxa prachandako,leelamani gautam,yt:Rukum Purba chunav,comment
17 हजार को हतेरा,leelamani gautam,yt:Rukum Purba chunav,comment
😂😂😂😂😂😂😂😂😂,leelamani gautam,yt:Rukum Purba chunav,comment
Harani parcha,leelamani gautam,yt:Rukum Purba chunav,comment
prachada harnu parcha dhesh ko sanai ko lagi,leelamani gautam,yt:Rukum Purba chunav,comment
Baun lai vot denu hunna😂😂,leelamani gautam,yt:Rukum Purba chunav,comment
Purana lai aba bye bye garam janta,leelamani gautam,yt:Rukum Purba chunav,comment
यसपाली हार्ने निश्चित,leelamani gautam,yt:Rukum Purba chunav,comment
Jay ghanti jay rukum chorlai no bhot lat thok,leelamani gautam,yt:Rukum Purba chunav,comment
Ne ta ko vusiya report r ho muji❤❤❤❤❤❤❤❤,leelamani gautam,yt:Rukum Purba chunav,comment
Harnu ra haraunu parxa,leelamani gautam,yt:Rukum Purba chunav,comment
"Prachanda harxa ,yo hatyara ho.",leelamani gautam,yt:Rukum Purba chunav,comment
त्या पनि प्रचन्ड मुर्गा,leelamani gautam,yt:Rukum Purba chunav,comment
Z  जेलेस्की बाट देश बचाऊ ।😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,leelamani gautam,yt:Rukum Purba chunav,comment
We LOVE Prachanda-Madhav! Our vote for NeKaPa 5*,leelamani gautam,yt:Rukum Purba chunav,comment
Prachanda hare 17000 paribbar neya pauchha harnai parchha,leelamani gautam,yt:Rukum Purba chunav,comment
"prachanda haryo vani 2 kilo mutton lyaerw khanxuh 😁
kamta majja aauthyo yo aatankaari harey",leelamani gautam,yt:Rukum Purba chunav,comment
Harnu parcha prachande,leelamani gautam,yt:Rukum Purba chunav,comment
त्यो 17000 को हत्यारा आतंककारि लाइ हराउनै पर्छ,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचण्डको लाजमर्दो हर्कत ! जनताको छोराछोरी राष्ट्रपति बन्न पाउने ब्यवस्था भन्ने एउटा उमेदवार वनेको नेतालाई मलाई हराउन उठायो भन्दा कस्तो लाजमर्दो कुरा बोलेको  !,leelamani gautam,yt:Rukum Purba chunav,comment
parchanda harnu bhaneko desle harnuho,leelamani gautam,yt:Rukum Purba chunav,comment
सन्दिपले जित्नु पर्छ,leelamani gautam,yt:Rukum Purba chunav,comment
Bot Ganti ma Jay Ganti,leelamani gautam,yt:Rukum Purba chunav,comment
Prachanda lae dhulu chataunu parchha,leelamani gautam,yt:Rukum Purba chunav,comment
"रूकमेली जनताहरूले प्रचण्ड लाई जमानत जफत हुने गरी हराएपछि,दोन्द आन्दोलनमा शहिदहरू र अपांग घाइतेहरूको मनले शान्ति पाउने छन् lजय घण्टी,  रूकमेली जनताहरूको जय,मातृभूमि नेेपालको जय 😮😮😮",leelamani gautam,yt:Rukum Purba chunav,comment
छ्पाराे काे बाेलि ।,leelamani gautam,yt:Rukum Purba chunav,comment
Jungal batta ayeka hatyara jyanmara,leelamani gautam,yt:Rukum Purba chunav,comment
प्रचन्ड ले हारे सिङ्गो नेपाल आमाले जित्ने छ❤,leelamani gautam,yt:Rukum Purba chunav,comment
your media is guided  and not trustworthy.... Prchanda is the only leader who has been always relevent for our contemporary politicis.. He will win and must win ...,leelamani gautam,yt:Rukum Purba chunav,comment
Thank you Bhushanji for bringing respected Lilamani Sir in Tough Talk. Wish you very happy retirement Lilamani Sir!,leelamani gautam,yt:Leelamani Gautam UML,comment
Thanks bhusan ji  for great talk,leelamani gautam,yt:Leelamani Gautam UML,comment
iconic public servant....u r really great Lilamani sir,leelamani gautam,yt:Leelamani Gautam UML,comment
He is Great,leelamani gautam,yt:Leelamani Gautam UML,comment
"BhusanJi Hajur Ko gestures man parena ajako yo episode ma, chair ma basda alik nahalliya hune ni!",leelamani gautam,yt:Leelamani Gautam UML,comment
टिकाराम जि आजको तपाइको प्रस्तुति अनि प्रश्न गर्ने शैली प्रती सायद आज सबै दर्सकहरुको आपत्ति रह्यो मलाइत झ्वाक चल्यो तपाइको प्रस्तुतिले माफ गर्नु होला डाक्टर भिम रावल ज्यु को क्षमतामा तपाइँको प्रश्न सुहायन,leelamani gautam,yt:Leelamani Gautam UML,comment
"इष्ट इण्डिया कम्पनीले भारत खाएको थियो,
द मिलेनियम च्यालेञ्ज कर्पोरेसनले नेपाल खान खोज्दै छ!
एमसीसी नेपाललाई धोका हो, देशको सार्वभौमिकता प्रति प्रहार हो!
सचेत हौं, आधुनिक दास नबनौं!!",leelamani gautam,yt:Leelamani Gautam UML,comment
एमसिसी कुनै पनि हालतमा जस्ताकोतस्तै पास गरियो भने  एक एक गरेर काट्नुपर्छ,leelamani gautam,yt:Leelamani Gautam UML,comment
"@Yatriji ले आफ्नो कुरा लाद्नु हुँदैन, यसपाली वक्तालाई बोल्न नदिएको आरोप तपाईं माथि लाग्नेछ। आगामी दिनमा सच्चिनु होला। -सुभेच्छुक",leelamani gautam,yt:Leelamani Gautam UML,comment
पत्रकार महोदय mcc को 77 पेज को सम्झौता लगेर पढ अनि बहस गर अर्का ले मोबाइल मा पठाएको पढेर बहस नगर,leelamani gautam,yt:Leelamani Gautam UML,comment
सबै साथी हरु भोलि MCC को  खुल्ल बहस ४ बजे देखि सुरु हुँदै छ सबै भोलि ४ बजे देखि नै जोडिनु होला !!! ज्ये देस ज्ये नेपाल टिकाराम दाइ 🙏🙏🙏,leelamani gautam,yt:Leelamani Gautam UML,comment
I am with honourable Dr Bhim Rawal in this interview. Mr tikaram yatree seems like mission oriented here.,leelamani gautam,yt:Leelamani Gautam UML,comment
"टिकाराम जी को MCC अध्ययन कम हो कि जस्तो झल्कियो, MCC को गिजोलो समाप्त गर्न लिनुभएको अग्रसरता सकारात्मक छ, आजको कार्यक्रम हेर्न उत्सुक छु !",leelamani gautam,yt:Leelamani Gautam UML,comment
खरायोको सिकारमा अभ्यस्थ टिकाराम यात्री आज बाघको सामने परे।,leelamani gautam,yt:Leelamani Gautam UML,comment
साच्चै नेपालीको मन बुज्ने गरी जबाफ दिनुभो भिमरावल ज्यु सलुट छ।🇳🇵🇳🇵🇳🇵,leelamani gautam,yt:Leelamani Gautam UML,comment
आज टीकाराम जि mcc प्रती आकर्षक हुनु भो बुझ्न गाह्रो भो ??,leelamani gautam,yt:Leelamani Gautam UML,comment
रावोल ज्यु लाई हामी 3 करोड नेपाली हरुले सलाम गर्दछुँ NO MCC 🙏🙏,leelamani gautam,yt:Leelamani Gautam UML,comment
टिकाराम सर ले नेपाल को पत्रकार कि MCC को म एउटा मात्र  बहस सुन्न लायक लाग्थ्यो उहाँ को तर निराश बनाउनु भो।,leelamani gautam,yt:Leelamani Gautam UML,comment
Nation leader we all are support your nation issue  and nation  benefit,leelamani gautam,yt:Leelamani Gautam UML,comment
टिका जी MCC को हरेक दफ़ा पढ़नु होला फलानोले यसो भन्यो ढ़िस्कनोले  उसो भन्यो भनेर प्रश्न नसोधनुहोला भोलिको कार्यक्रममा,leelamani gautam,yt:Leelamani Gautam UML,comment
राष्ट्रियताको मुद्दामा भिम रावल संग।,leelamani gautam,yt:Leelamani Gautam UML,comment
टिकाराम जि पहिला अध्ययन गर्नुपरो mcc को पुरा कम्प्याक्ट्।,leelamani gautam,yt:Leelamani Gautam UML,comment
dr. Rawal very good ❤️❤️,leelamani gautam,yt:Leelamani Gautam UML,comment
Rawal Sir You r Great for Nepal & Nepali Thank you so much.,leelamani gautam,yt:Leelamani Gautam UML,comment
टीकारामजी पहिला मुसुक्क हाँस्ने मान्छे आज किन यति रातोपीरो? ऋषि धमलाको तरिका तपाइलाई सुहाएन है!,leelamani gautam,yt:Leelamani Gautam UML,comment
डा. साब आजको बहसमा आउनु पर्छ।,leelamani gautam,yt:Leelamani Gautam UML,comment
कता कता बिकास गर्ने हो सेयर आवान गर 2/4 हजार गरि हामी तयार छौत,leelamani gautam,yt:Leelamani Gautam UML,comment
मान्य डा.भिम रावाल ज्यूको MCC बिषयमा स्पस्ट छ तेति भन्दा पनि अजै एक्लै बनाउन खोज्छ भने भोलिका दिनमा MCC ले गर्दा नेपालको नाम निशान नै हराउने अबस्था अायो भने तेति बेला पछुताप गरेर केही हुन सक्दैन! २ करोड ५० लाख जन्ता mcc बिपक्षामा छौं।,leelamani gautam,yt:Leelamani Gautam UML,comment
रास्ट्र जोगाउने येस्तै नेता ले हो क्या प्रष्ट बिचार प्रखर बक्ता र देश भक्ति भाब झल्काउने अभिव्यक्ति वा वावा,leelamani gautam,yt:Leelamani Gautam UML,comment
भिमराहुलजिले बोलेको कुराले जनताको मनमा छुन्छ।🙏🙏🙏🙏🙏,leelamani gautam,yt:Leelamani Gautam UML,comment
Bhim rawal अगाडि वढ्नुस,leelamani gautam,yt:Leelamani Gautam UML,comment
यसपटक भिम रावललाई आखा चिम्लेर साथ दिनुपर्छ सबै नेपालीले,leelamani gautam,yt:Leelamani Gautam UML,comment
wait from india jay Nepal loved Nepal,leelamani gautam,yt:Leelamani Gautam UML,comment
हैन यात्री जी ले mca को निर्देसकले जे जसरी ब्याख्या गर्यो त्यो authentic हो भनेर किन बार बार भन्न पर्यो ? सम्झौता mca को website मा नेपाली र english मा देको छ त  । त्यो किन नपढ्या ?,leelamani gautam,yt:Leelamani Gautam UML,comment
I am with bhim रावल,leelamani gautam,yt:Leelamani Gautam UML,comment
पत्रकारको मपाइत्वो धेरै भो। आफै हाबी हुन खोज्ने  शैली ठिक लागेन। भिम जि को बिस्लेशन सहि छ।,leelamani gautam,yt:Leelamani Gautam UML,comment
टिका जि यो बहसले तपाइँको स्तर नांगियो॥ कि खड्गेको तलबि हो तपाइं?? प्रेसर हाइ भयो ठहरै पर्नुहोला है कुल हुनुहोस॥,leelamani gautam,yt:Leelamani Gautam UML,comment
Dhanyabad chha rawalji ramro study garer aunu bhayekoma. Tikaram yatrijile uthayeka harek question ko gatilo answer dinu bhayeko chha.,leelamani gautam,yt:Leelamani Gautam UML,comment
Aaj chahi yatri ji le mcc ko support gareko dekhyo khabardar,leelamani gautam,yt:Leelamani Gautam UML,comment
भिम रावल जस्तो नेता लाइ सलाम छ | mcc नेपाल  को लगि कदापि हित मा छैन |,leelamani gautam,yt:Leelamani Gautam UML,comment
"100%सहि हो 1000%ठिक हो 

जय नेपाल भिम रावल जी",leelamani gautam,yt:Leelamani Gautam UML,comment
विद्वान नेता भिम दाइको तर्क दमदार लाग्यो। 🙏🙏👍👍,leelamani gautam,yt:Leelamani Gautam UML,comment
"Dr.Rawal is 100 pc.right.
MCC ( USA)is equal to East India Company ( UK ).
Be careful, read carefully, 
Pay attention carefully before  Gov. signs any agreement.
सार्बभौम राष्ट्र को स्वतन्त्र न्यायपालिका को क्षेत्राधिकारलाई 
वाह्यले अतिक्रमण गर्न  मिल्छ ? गर्न खोजे के हुन्छ? सबैले बुझिराख्नु पर्छ ।",leelamani gautam,yt:Leelamani Gautam UML,comment
भिम रावल जि पहिले के थिए कस्ता थिए मलाई थहा छैन तर मैले जनेकाे देखि देस र जनता काे हित्काे कुरा गर्नु हुन्छ सलाम छ🇳🇵🇳🇵,leelamani gautam,yt:Leelamani Gautam UML,comment
"आजको बहसमा चाहिँ टीका जी अलि चुकेको देखियो, Mcc सम्झौता अध्ययन गर्नुको सट्टा अरुले भनेका कुराहरुमा मात्रै सिमित रही टिप्पणी गरेको देखे । भिम सरले अरुले भनेको भन्दा पनि सम्झौताका दफा अनुसारको टिप्पणी सही लाग्यो ।",leelamani gautam,yt:Leelamani Gautam UML,comment
Thank you Bhim sir for this wonderful comments.,leelamani gautam,yt:Leelamani Gautam UML,comment
देश बनाउने पनि बाहुन देश बिगार्ने पनि बाहुन जे गर्छ बाहुनले गर्छ!तर आज यात्री जि धेरै तातेको देखिएको छ किन हो गाली खानु मन लागेको होर तपाईंलाई🤨🤨🤨🤨,leelamani gautam,yt:Leelamani Gautam UML,comment
Very important  discussion  for Mcc due  to future  is our hand god bless you,leelamani gautam,yt:Leelamani Gautam UML,comment
"संविधानमा indian हरुको असन्तुष्टि chinese बि आर आई र american MCC को कोपभाजनमा परेर नेपालले आफ्नो हैसियत झन झन गुम्दै  जाने स्थिति त छैन ? यी तमाम चेपुवाबाट जोगाउदै अघि बढन सक्ने दृस्टी, दुरदर्शिता र ल्याकत राख्न सक्लान अहिलेको राजनैतिक नेतृत्वले ?",leelamani gautam,yt:Leelamani Gautam UML,comment
"Tika Ram Yatri G le,jun yo MCC based discussion ko initiative linu bha cha ,tasko laagi dherai dherai dhanyabaad cha.,tara falanale \dhimkana le bhaneko kura na bolum,chahe tyo PM nai kina nahos..,yesle tapaikai ejjat ghatcha..,baru contract document padera bolnus na..,underline garera dhekaunus tapaiko kura ,ya yo lekhya cha bhanera...,Go ahead Yatri G..,200% sure nepal wants this from u...all the best.",leelamani gautam,yt:Leelamani Gautam UML,comment
ऋषि धमला भएछ यो टिकाराम  यात्री पनि ।,leelamani gautam,yt:Leelamani Gautam UML,comment
सलाम छ भिम रावल लाई टिकाराम जस्तो पत्रकार लाई ट्वा पारिदिए,leelamani gautam,yt:Leelamani Gautam UML,comment
Great Dr rawal,leelamani gautam,yt:Leelamani Gautam UML,comment
यो mcc प्रसङ्गले धेरै नै गिजोल्यो !! जसरी तिकाराम जि प्रस्तुत हुनु पर्ने त्यो देखिएन !! जेहोस भिम रावल नेताज्युको बिज्ञतालाई मानै पर्छ !!to the point focused bhim rawal 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,leelamani gautam,yt:Leelamani Gautam UML,comment
माननीय भिम रावललाई पनि अगामी बहस राख्दा आझै राम्रो हुन्छ नि।,leelamani gautam,yt:Leelamani Gautam UML,comment
I always with you.,leelamani gautam,yt:Leelamani Gautam UML,comment
Tikaram ji aaj tapailai ke bhayo aaj ko karyakram raksi khayera chalaunu bhayeko jasto po lagyo,leelamani gautam,yt:Leelamani Gautam UML,comment
सबैभन्दा राम्रो डा. भिम रावल लगायतका committee ले दिएको रिपोर्टको आधारमा सच्याउनु पर्ने बुँदामा छलफल गरेर अनुमोदन गरौ होइन भने यसलाई खारेज गरौ। हरेक दिन अनावश्यक बिबाद गरी समय खेर नफालौ। राष्ट्रिय स्वार्थ पहिलो प्राथमिकतामा हुनुपर्छ। Nepal First! 🇳🇵,leelamani gautam,yt:Leelamani Gautam UML,comment
Tikaram g Pani mcc ki bhag ma parejasto po lago,leelamani gautam,yt:Leelamani Gautam UML,comment
"Namaskar hajur ,tq hajurlye",leelamani gautam,yt:Leelamani Gautam UML,comment
खड्ग बहादुर बिष्टको बोली बोल्दैछ्न त आज टिकाराम यात्री 😐️,leelamani gautam,yt:Leelamani Gautam UML,comment
भिम ज्यु भोलि को बहस मा हजुर आउनु पर्यो।  टिकाजी ले तथ्यमा रहेर प्रश्न गरेको पाइए।,leelamani gautam,yt:Leelamani Gautam UML,comment
तेयाे कारेकरम मा भिमरावल र कांग्रेस का बरिषट नेता जाे भए पनि राखुनुस है फेरि बुदा बुदा नपढेर बिकासका कुरा मात्रै  हाेला हामिलाई बिकास हैन तेयाे संमजैता के हाे भनेकुरा चाहिएकाे छ जसले कालापानि जसताे नहाेस,leelamani gautam,yt:Leelamani Gautam UML,comment
धन्यवाद उहाको कुरा प्रसारण गर्दिनु भएको मा,leelamani gautam,yt:Leelamani Gautam UML,comment
निर्देसित प्रस्न सोध्दै छ यो मुला अध्ययन गर यात्री,leelamani gautam,yt:Leelamani Gautam UML,comment
Dr Bhim Rawal is sincerely a true great leader of Nepal. Interviewer should respect his diplomacy and knowledge of our Motherland.,leelamani gautam,yt:Leelamani Gautam UML,comment
अाज साच्चै.कडा बहसको पर्खाईमा छौ हामीसबै राष्ट्र प्रेमीहरु ।,leelamani gautam,yt:Leelamani Gautam UML,comment
"Good sir salam right  bhannuvo pass
Garnu hudain",leelamani gautam,yt:Leelamani Gautam UML,comment
Mcc बहसमा माननिय भिम रावल राख्नु पर्छ बिज्ञहरुसङ्गको बहसमा।,leelamani gautam,yt:Leelamani Gautam UML,comment
"Dr, Bhim rawal jyu tapainko pachhi hami sampurna bhaiharule chhaun yo mccko udesya thikdemhdina desh bachaunuhosh save.our Motherland, Jay Nepal JAY Greater Nepal,",leelamani gautam,yt:Leelamani Gautam UML,comment
Yatri laai pyak  pyak paaryo .hahaha.bhim rawal is tough,leelamani gautam,yt:Leelamani Gautam UML,comment
जनपक्षीय पत्रकारको छवि बनाएका टिकाराम जी को नियतमाथि शंका गर्ने प्रशस्तै ठाउँ छ । आजको प्रस्तुतिले ।,leelamani gautam,yt:Leelamani Gautam UML,comment
आज टिकाराम जि किन यति तातेको यिनी नि उतैका मान्छे हुन कि जस्तो लाग्यो,leelamani gautam,yt:Leelamani Gautam UML,comment
पदको कुन्ठाले अनेक समस्या निम्याउछ mcc वार कि पार सगै राजनीतिपनि वार कि पार हुनुपरो भिम रावल लाई मेरो आग्रह सम्पुर्ण वैदेशिक अनुदान एन्जियो आइएन्जियो पनि भगाउनु परो हामी हाम्रो देश आफै बनाउनु परो।,leelamani gautam,yt:Leelamani Gautam UML,comment
Kasle lekheko kura haru sodhnu vako tikaram ji tapaile...mcc ma lekheko kura bhim rawal ji sanga cha tyehi herera sodhe hunthiyo ni tapaile,leelamani gautam,yt:Leelamani Gautam UML,comment
"ma tikaram yatri sir ko tamasoma jyotirgama ko harek episode herne garxu, sarai ramro vaneko socheko jasto prasna priti prsna garnu huntheu, tara hijo ko episode le nirassa banai diyi , kina ki yatri  sir le mcc ko samjhauta ma j lekheko xa tyo vanda vahira gayera anabasek kura lai prathamikta diyeko dekhera dukhit xu , aasa xa uhale aaune dinma sachyaunu hunexa",leelamani gautam,yt:Leelamani Gautam UML,comment
अब dollar को आरोप टीकाराम सरलाई लाग्ने भो।,leelamani gautam,yt:Leelamani Gautam UML,comment
Dr. Bhim Rawal lai ni MCC bises bahas ma bolaunu paryo please,leelamani gautam,yt:Leelamani Gautam UML,comment
Tikaram ji tapai lai dherai thaha chaina raicha mcc ko barema Bharat dahal ji lai pani bolaunu ani thaha huncha tapai lai mcc ko barema ajhai ramro sanga....bhim rawol jindabad,leelamani gautam,yt:Leelamani Gautam UML,comment
भबिष्य को प्रधानमन्त्री भिम रावाल सर नमस्कार यो MCC देश र जन्ता को लागि घात हो यस लाई कार्यनोईन गर्नु दिनु हुन्न हजुर को साथमा जन्ता छ कहिलै पछि नहट्नुस,leelamani gautam,yt:Leelamani Gautam UML,comment
33:43 wow Bhim Rawal.    Kyaa answer,leelamani gautam,yt:Leelamani Gautam UML,comment
"भिम रावल सर, तपाईंलाइ यो सम्झाैता अच्छ्यरस प्रष्टयाइ दिनुभएकोमा मुरी मुरी धन्यवाद ।। टिकाराम सरको आउने शृङखलाको धेरै प्रतिच्छ्यामा छु ।। भरत दाहाल सरलाइ पनि समावेश गर्नुपर्यो र त्यो दलाल प्रकाश शरण महतेलाइ पनि।।",leelamani gautam,yt:Leelamani Gautam UML,comment
स्वणिम वाग्ले ले 50 अर्ब डलर भन्दै छ त????,leelamani gautam,yt:Leelamani Gautam UML,comment
डा• भीम रावलजीलाई बधाई !🇳🇵,leelamani gautam,yt:Leelamani Gautam UML,comment
टिका अर टिप्पणी हेरेर हार मान्नु भन है । आज दुध को दुध पानी को पानी छुट्याउनु पर्छ । बेलुका डा: रावल लाइ पनि ल्याउनु पर्छ ।,leelamani gautam,yt:Leelamani Gautam UML,comment
Dhanyabad Sammaamananiya Bhim R.joo.Hami 3 corod tapai ko saath ma chhau.@,leelamani gautam,yt:Leelamani Gautam UML,comment
म भिम सर को कुरा मा सहमत छु |,leelamani gautam,yt:Leelamani Gautam UML,comment
Yes Bhim rowal sir your explanation was grate  clearly,leelamani gautam,yt:Leelamani Gautam UML,comment
