text,candidate,source,channel
"ठग को घेरा मा हुनुहुन्छ  सतर्क हुनुपर्ने देखिन्छ
हावा जो चलेको छ न कुनै नीति न बिधान ।",mina kharel,yt:Mina Kharel,comment
हामित घन्टि नैहाे,mina kharel,yt:Mina Kharel,comment
Kangrasko 0000 xa chitwan ko lagi vote ta,mina kharel,yt:Mina Kharel,comment
रबि  यस  पाली  हराउन   पर्छ,mina kharel,yt:Mina Kharel,comment
Sahakari thag harchha,mina kharel,yt:Mina Kharel,comment
क्या राम्रो उमेदवार रहेनछन् यो दिदिलाई जित्ने शक्ति दिनु हे भगवान 😘😘,mina kharel,yt:Mina Kharel,comment
Mina didi le jitnu hunxa,mina kharel,yt:Mina Kharel,comment
यो दिदीको कुरा सुनेपछि रबिले चुनाब जित्न गार्‍हो हुने देखियो।,mina kharel,yt:Mina Kharel,comment
Gala una ki banuna,mina kharel,yt:Mina Kharel,comment
Jay ghanti ❤❤❤❤,mina kharel,yt:Mina Kharel,comment
चितवन बासि ले मिना दिदी लाई जिताउन जरुरि छ  👍️👍️👍️🙏🙏,mina kharel,yt:Mina Kharel,comment
जीत नारायण श्रेष्ठ को हालत हुन्छ? मीना जी को,mina kharel,yt:Mina Kharel,comment
"मैले अघिल्लो पल्ट रविलाई भोट गरे तर एमालेलाई गालि गरेर जित्ने अनि सरकार बनाउन ओलीको बफादार कुकुर जस्तो गर्ने बानी मन परेन ..
कांग्रेसको आफ्नै उम्मेदवार मिना जी हुनुहुन्छ , म फेरी कांग्रेस तिरै फर्के अब , नो रबी",mina kharel,yt:Mina Kharel,comment
"रविले हाेइन, मिनाजीले जित्नुपर्छ। उहाँकाे निस्वार्थ सेवा कार्यमा राखेकाे कीर्तिमानले मेराे मन जितेकाे छ। चेली भनेर हाेइन। म कांग्रेस पनि हाेइन। तर उहाँ महान् भएर हाे।",mina kharel,yt:Mina Kharel,comment
ठगलाई हराउनु पर्छ  दि,mina kharel,yt:Mina Kharel,comment
Dd lai oda odakxya samma thikai hunxa❤,mina kharel,yt:Mina Kharel,comment
Mina madam in advance congratulations 🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲,mina kharel,yt:Mina Kharel,comment
जलाउने उक्साउने भन्दा यस्ता मानिस हरु ल्याउनु समाज बल्ल बन्छ  वा मिना दिदि सलाम,mina kharel,yt:Mina Kharel,comment
vote for 🌳🌳🌳🌳🌳,mina kharel,yt:Mina Kharel,comment
"आदर्श नारी, अत्त्यायन्त आदरणीय दिदि विजयको शुभकामना 🌳🙏🌳",mina kharel,yt:Mina Kharel,comment
यस्तो सालिन अनि भब्य ब्यकित्व भएको ब्यक्ती नेपाली राजनीति मा खै के राख्लान नेपाल मा बाकी चितवन को जनता को हात मा छ दिदी सलाम छ 🙏😍,mina kharel,yt:Mina Kharel,comment
"तपाई पत्रकार  भएर बोलिरहदा मिना खरेललाई मुसाको संज्ञा दिएर प्रश्न सोध्ने तपाँई कुन स्तरको पत्रकारहो ?पत्रकार भन्दैमा जे बोले पनि हुन्छ, पत्रकारमा भाषासैलिको महत्व राख्दैन हुदैन? रबि र मिना बिच कस्तो प्रतिस्प्रदा देखेर यो घटिया प्रश्न गरेको तपाँईले, मिठो भाषाले तपाँलाई  घटिया बनाउछ र  ?  स्तरिय पत्रकारको भूमिकाले तपाँलाई महान बनाउछ  ।",mina kharel,yt:Mina Kharel,comment
Chiwan basi tyo thug lamichanne lai prarasta garnuparcha ...janta ko repesentative bhaneko yesto hunuparcha...,mina kharel,yt:Mina Kharel,comment
shuvkamna dd❤❤❤❤❤,mina kharel,yt:Mina Kharel,comment
Vote for cargresh,mina kharel,yt:Mina Kharel,comment
नेपाली कांग्रेस भरष्टचारि र नितिगत भरस्टचार मा तिन दल नै लिप्त पार्टी हुन् यिनी लाइ भोट दिनु भनेको मिलिजुली देश लुट्न दिनु हो।,mina kharel,yt:Mina Kharel,comment
समाज सेवा गरेर मात्र पुग्दैन। तपाईं जुन पार्टीमा आवद्ध हुनुहुन्छ। त्यो पार्टीका नेताहरुले देशलाई बर्बाद गर्दा टुलुटुलु हेरेर तिनै भ्रष्टाचारीलाई समर्थन गर्नुभयो।,mina kharel,yt:Mina Kharel,comment
😂😂😂✅ Tapai jasta manche chayena,mina kharel,yt:Mina Kharel,comment
चितवन दुईका जनताहरू धेरैजसो रासपाका अन्धभक्त भइसकेका छन् अब यस्तो आदर्शकको कुरा सुन्छन् र,mina kharel,yt:Mina Kharel,comment
यति कै महिला नेतृत्व आउन पर्छ!,mina kharel,yt:Mina Kharel,comment
"""खातेकी दिदी"" जुन शब्द चयन गर्नु भएको छ । यो एकदमै आपत्तिजनक छ,महोदय । 😭",mina kharel,yt:Mina Kharel,comment
जित्न गारै छ।,mina kharel,yt:Mina Kharel,comment
Best wishes Mina Didi,mina kharel,yt:Mina Kharel,comment
व्यक्तिगत रूपमा उहाँ समाजसेवी राम्राे हुनुहुन्छ उहाँ प्रति मेराे उच्च सम्मान तर यतिखेर देशले परिवर्तन खोजेकाे पुराना दाल पत्रा हरु टेष्टेड र भ्रष्टचार लुप्त भएकाेले पनि यसपाली सकिन्छ दुई तिहाई मत सकिँदैन अत्यधिक बहुमत दिएर भए पनि घन्टी लाई जितौं,mina kharel,yt:Mina Kharel,comment
"Tapai le j kura garnu bayo didi,  congress ra yemale lai sodnus ek chote .. 30-35 barsa samman k gardai baseko vanera sodnus ..  party ko sabai neta crore pati bayo tara janta chahe gareb .. bhutan sano desh ho .. yaha education ra medical sabai free cha ..",mina kharel,yt:Mina Kharel,comment
Didi ko party selection wrong vayo but she is deserving. Lamichane case clear vaya pachi uthnu parthyo. Vote 🗳️ pheri waste huna sakcha,mina kharel,yt:Mina Kharel,comment
Jay Nepal 🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳🌳,mina kharel,yt:Mina Kharel,comment
हेडलाइन्सुधार्नु पर्‍यो भएन यो,mina kharel,yt:Mina Kharel,comment
तपाईंले मेयर मा उप्युत्त होलान् है दिदी साम्सद बन्न अरि 5 साल अध्यन गर्नुपर्ने हुन्छ,mina kharel,yt:Mina Kharel,comment
कति राम्रो सैद्धान्तिक बौद्धिक र रचनात्मक तर्क पूर्ण कुरा गर्नुभएको छ दिदीलाई जितको आग्रिम शुभकामना 🌳🌳❤️❤️🥰🥰🙏🙏,mina kharel,yt:Mina Kharel,comment
Napis,mina kharel,yt:Mina Kharel,comment
मिना ज्यू लाई शुभकामना तर जित तँ रबि लामिछाने ले नै जित्छन्।🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔,mina kharel,yt:Mina Kharel,comment
Yedi tapaiko niyat swachha cha bhane tyo ke chijle rokyo ni RSP ma auna😊,mina kharel,yt:Mina Kharel,comment
काम छैन तपाइको पनि बुजियो 46 साल देखि को  जनप्रतिनिधि हो भने काम लाग्दैन पुरानु  कांग्रेस कै  रहिछिन 😅😅😅,mina kharel,yt:Mina Kharel,comment
यस्तो के हेडलाइन राखेको पत्रकार ज्यु,mina kharel,yt:Mina Kharel,comment
Jay Nepal didi,mina kharel,yt:Mina Kharel,comment
धरौटी जफत हुन्छ काङ्ग्रेस को,mina kharel,yt:Mina Kharel,comment
पबित्र मन🌳🌳,mina kharel,yt:Mina Kharel,comment
दिदी लाई जीत को शुभ कामना जितेर ठग लाई तह लगाउनु पर्छ,mina kharel,yt:Mina Kharel,comment
खातेनी didi रे 😂😂😂😂,mina kharel,yt:Mina Kharel,comment
प्रश्न साेध्ने सैलिचांहि पाखण्ड,mina kharel,yt:Mina Kharel,comment
भ्रष्टाचारी कालो काङ्ग्रेसको मत आउने भनेर १० देखि १२००० सम्म हो।,mina kharel,yt:Mina Kharel,comment
जितने ठाउमा भ्रष्ट लाई टिकट दिने हार्ने ठाउमा यस्तालाइ टिकट दिने कागको फुलचोरने पाटि काङ्ग्रेस ।,mina kharel,yt:Mina Kharel,comment
Rabilamixane ko yo patak 61000 aauxa vote jaya Ghanti,mina kharel,yt:Mina Kharel,comment
Jay ganti,mina kharel,yt:Mina Kharel,comment
समाज सेवामा एक सक्षम र ईमान्दार महीलामा त मिना बैनी पर्नुहुन्छ। तर कॅाग्रेसमा सबै नराम्रा त छैन। जे होस शुभकामना छ मिना बैनी लाई।,mina kharel,yt:Mina Kharel,comment
यो दिदि आफैमा राम्रो होला तर म यहिको मतदाता भएतापनि आजसम्म अपरिचित छौ त्यसैले मतदान गर्दा 1000 पटक सोचिन्छ माफ गर्नुहोला,mina kharel,yt:Mina Kharel,comment
तपाइँको  त्याग को सलाम  छ तर पार्टी  भयेन तपाईं रा स्व पा बाट आउनु  पर्थ्यो कि स्वतन्त्र  उठ्नु  पर्थ्यो तर बर्बत भयो काङ्ग्रेस  बाट  आउनु भयो गगननै झुठो बोल्ने  मान्छे  हो,mina kharel,yt:Mina Kharel,comment
only rabi🎉,mina kharel,yt:Mina Kharel,comment
बिदेश्मा बस्ने सङ्ग भिख मागेर नाम चलाउने परेछ,mina kharel,yt:Mina Kharel,comment
I think the bonding between Chitwan people and Ravi Lamichhaney is unshakable.  There is no doubt as to the out come of the election results.,mina kharel,yt:Mina Kharel,comment
Jamanat jaft pakka.,mina kharel,yt:Mina Kharel,comment
🇳🇵🔔🔔🔔🔔🔔🔔🇳🇵,mina kharel,yt:Mina Kharel,comment
"Aunty यो चोटि हजुर आराम गर्नुहोस् ।
अर्को चोटि उठ्नुहोला र जित्नुहोला । यो चोटि बालेन सरकार बनाउनु छ, त्यसकारण  सबै ठाउँमा घण्टी बजाउने हो ।। 🔔🔔✔️✔️",mina kharel,yt:Mina Kharel,comment
Rabi only ❤,mina kharel,yt:Mina Kharel,comment
जय नेपाल।गगन थापा नेतृत्व को काङ्ग्रेस को असली महिला नेत्री हुनुहुन्छ।उज्ज्वल राजनीतिक जीवन को सुभ कामना।उहाँ लाई काङ्ग्रेस ले गुमनाम हुन दिनु हुदैन।,mina kharel,yt:Mina Kharel,comment
Jatinai ramro vayeni kangres party ma 90% neta kharab xan.,mina kharel,yt:Mina Kharel,comment
"Vote for change 🔔
No old parties",mina kharel,yt:Mina Kharel,comment
दिदी राम्रो काम गर्नुभएको मान्छे हुनुहुदोरहेछ तर तपाईको पार्टी सभापति शेरबहादुर देउवाको घरमा ३ दिनसम्म जलेको पैसा सम्झेर भएपनी रबिलाई भोट दिएर जिताउनुपर्छ।,mina kharel,yt:Mina Kharel,comment
तिमी राम्रो मान्छे हौ दिदी तर तिम्रो प्रतिद्वन्द्वी अझै राम्रो भएर तिमी हार्नी निश्चित छ!,mina kharel,yt:Mina Kharel,comment
“सडक मानवकी दिदी “ यति राम्रो शब्द हुंदाहुंदै के राखेको त्यस्तो ? मिना दिदी धेरै अब्बल व्यक्तित्व ।,mina kharel,yt:Mina Kharel,comment
चितवन दुइमा अरु पाटीकाे उमेरदारले 50 बर्ष सम्म जित्छु भनेर नसाेचे हुन्छ,mina kharel,yt:Mina Kharel,comment
Mina Didi thik ho party hamlai chaiyako xainani hami saport ghantilainai hunaxa,mina kharel,yt:Mina Kharel,comment
"Sister ,thank you for your respectful work But this time Vote for Ghanti RSP only.",mina kharel,yt:Mina Kharel,comment
only rabi dai🔔🔔,mina kharel,yt:Mina Kharel,comment
मिना खरेललाई नानीमाया दाहाल संग तुलना गर्न सकिन्छ ।,mina kharel,yt:Mina Kharel,comment
"भोट हाल्नु भन्दा केही समय अगाडि भदौ२३/२४ तिर ध्यानाकर्षण गरिदिनुहोला,त्यतिबेलाको दुई तिहाइको सरकारमा को को थिए, एकाएक देश को परिस्थिति किन बिग्रियो, जेन जि पुस्ता किन सडक आन्दोलन मा निस्क्यो?
त्यतिबेलाको सरकारले जेन जि आन्दोलन लाई कुन रुपमा लियो, र कति जन्धनको क्षेति भयो  यत्ती बुझ्न सक्ने नागरिकले अब पनि मासू भात कै लागि अझै पनि युवाको भोग खाने पिपासु नितिगत भ्रष्टाचारि #एमाले #काङ्ग्रेस #माऔबादिलाई भोट दिनू भनेको हाम्रा छोराछोरिक भविष्य पनि अन्धकारमा हाल्नू हो चेतना भया🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵 🇳🇵",mina kharel,yt:Mina Kharel,comment
काम छैन ५ बर्ष स्थायी बालेन सरकार हो यसपटक । ❤❤❤घण्टी मा भोट् हो।,mina kharel,yt:Mina Kharel,comment
जितको अग्रिम शुभकामना !,mina kharel,yt:Mina Kharel,comment
Vote for star⭐⭐⭐⭐,mina kharel,yt:Mina Kharel,comment
जये रबि येस्पाली 👍️👍️🔔🔔🔔,mina kharel,yt:Mina Kharel,comment
जमानत जफत हुन्छ दुख नगरी हुन्छ,mina kharel,yt:Mina Kharel,comment
Vote for only ghanti🔔🔔🔔,mina kharel,yt:Mina Kharel,comment
Rabi lea 45 thusend lea jitxa,mina kharel,yt:Mina Kharel,comment
तिम्ले जित्तिनौ कुनैहालत मा यस् पाली,mina kharel,yt:Mina Kharel,comment
बधाई तथा सुभकामना,goma tamang,yt:Goma Tamang,comment
Dherae ramro lagyo ab rabi daeko pani banaunu paryo ni,goma tamang,yt:Goma Tamang,comment
Background ma music pani rakhnus na kati ramro music thiyo,goma tamang,yt:Goma Tamang,comment
Badai xa   goma sis   usha rai  dharan gathtan  saput garnu hos,goma tamang,yt:Goma Tamang,comment
Congratulations didi,goma tamang,yt:Goma Tamang,comment
Social worker goma sister 🙏 👋 🙏,goma tamang,yt:Goma Tamang,comment
Tapae jostoh mahan purush Lai Mero namaan,goma tamang,yt:Goma Tamang,comment
सरिन जि लाई लामाे समय देखि चिन्छु रबि सर जस्ताे देश र जनताको लागि धेरै ठुलाे याेगदान गर्नु भा छ देश र जनताको लागि यी दुई ब्यतिकाे धेरै अाबस्य छ जय घण्टी,goma tamang,yt:Goma Tamang,comment
Good man 👍👍,goma tamang,yt:Goma Tamang,comment
Goma tamang didi  (Sarin tamang) wahako jati ramri hununx tyo vanda jhan wahako mahan kam haru ramro x dukhi pidit jati pani desh bidesh ma dukham pareko deroi manxe harulai uhddar garera nepal ma leunu vako x 🙏🙏🙏🙏🙏💐💐💐💐,goma tamang,yt:Goma Tamang,comment
Plz no,goma tamang,yt:Goma Tamang,comment
गोमा होकी सरीन छक्का हो?,goma tamang,yt:Goma Tamang,comment
not elected,goma tamang,yt:Goma Tamang,comment
अबकाे सरकार रास्वपाा मात्र हाे अरूकाे अासछैन पुरानालाई हैन नयाँलाई मात्र भाेटहाल्लाै है साथिहरू,goma tamang,yt:Goma Tamang,comment
😢😮,goma tamang,yt:Goma Tamang,comment
Jay ghanti 🔔🔔🔔🔔🔔,goma tamang,yt:Goma Tamang,comment
🇳🇵🙏❤,goma tamang,yt:Goma Tamang,comment
"होई हाट,,,,",goma tamang,yt:Goma Tamang,comment
Ja,goma tamang,yt:Goma Tamang,comment
Only mato,goma tamang,yt:Goma Tamang,comment
नमुना 😂😂,goma tamang,yt:Goma Tamang,comment
धेरै जसो बाउनु क्षेत्री मात्रै छन् हो,goma tamang,yt:Goma Tamang,comment
"Abaki bar Harka Sarkar
Chupchap Bharat Tap",goma tamang,yt:Goma Tamang,comment
YHA haru ko Jodi aajiwn.  lai hos Shubha kamana ❤️❤️💐💐❤️❤️👌💁🏾‍♀️💝,goma tamang,yt:Goma Tamang,comment
Congratulations both of you..,goma tamang,yt:Goma Tamang,comment
Ramro chhh hjr haru ko jodi congratulations sadhai yestai happy basnu la,goma tamang,yt:Goma Tamang,comment
Super video mind Bolling super 👏👏,goma tamang,yt:Goma Tamang,comment
God bless you,goma tamang,yt:Goma Tamang,comment
Suvakamna hajur haru lai sadhai khusi rahanu,goma tamang,yt:Goma Tamang,comment
Great salute to both young mothers.,goma tamang,yt:Goma Tamang,comment
So sweet both of you 🌷🙏😘,goma tamang,yt:Goma Tamang,comment
Happy marriad life both of you,goma tamang,yt:Goma Tamang,comment
खुसी रहनु होला good luck sarin ji both of u,goma tamang,yt:Goma Tamang,comment
Lots of Love from India❤❤❤,goma tamang,yt:Goma Tamang,comment
Hello  sarin  jiu  namaste,goma tamang,yt:Goma Tamang,comment
God bless them,goma tamang,yt:Goma Tamang,comment
Ramroo xa 😍😍😍😍,goma tamang,yt:Goma Tamang,comment
Congratulations 👏 🎊 💐 🥳 👏 🎉🤲,goma tamang,yt:Goma Tamang,comment
Congratulations 🎉🍾🎈 ❤️🙏🌷,goma tamang,yt:Goma Tamang,comment
परिवार नियोजनको एउटा प्रक्रीया  महिला महिला बिबाह गर्नू पनि ठिकै हो !,goma tamang,yt:Goma Tamang,comment
Wow congratulations 🎊,goma tamang,yt:Goma Tamang,comment
Sarin dd KO boli chai sarai ramro lagxa . Ra video haru ripit gari gari herxu .😀 Sarai ramro  sochai  xa . Ra hajur haru KO harek paila haruama safaltaa melos .,goma tamang,yt:Goma Tamang,comment
रमाइलो,goma tamang,yt:Goma Tamang,comment
O my god sis hajur nepal gayar bibaha garnu vayachha hai la badhai chha sis hami yautai deshama kam garne caregiverko matale,goma tamang,yt:Goma Tamang,comment
Nice,goma tamang,yt:Goma Tamang,comment
Sarin you doing great 👍 job,goma tamang,yt:Goma Tamang,comment
"हैन मलाई चाहि अचम्म लाग्याे याे बिबाह सुन्दा सायद पहिलो पटक देखेकाे ले हाेला ,,तर बधाई छ हजुरहरुलाई",goma tamang,yt:Goma Tamang,comment
प्रकृति को बिरुद्ध हो यो बिबाह।,goma tamang,yt:Goma Tamang,comment
Very good sis,goma tamang,yt:Goma Tamang,comment
NIC couple,goma tamang,yt:Goma Tamang,comment
La badhai xa,goma tamang,yt:Goma Tamang,comment
wow,goma tamang,yt:Goma Tamang,comment
Congratulations,goma tamang,yt:Goma Tamang,comment
Big fan ma hjur ko didi,goma tamang,yt:Goma Tamang,comment
Aaha good jodi hjr,goma tamang,yt:Goma Tamang,comment
badhaye xa,goma tamang,yt:Goma Tamang,comment
Nice jodi,goma tamang,yt:Goma Tamang,comment
Dhairai ramro khusi ko kura badaichha hajur rarulai,goma tamang,yt:Goma Tamang,comment
सुन्दर जोडी हजुरहरुको👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👌👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨,goma tamang,yt:Goma Tamang,comment
एकदमै रमाइलो जोडि कसैको आखा नलागोस😘😘😘😘😘😘,goma tamang,yt:Goma Tamang,comment
ak aarka ko sahara sacha sathi banu ko nimti baneko jodi .. lai mero salam cha .. tara.. yaslai vivaha siriman  sirimati .. bhanu bhaneko alik thik jasto lagena....,goma tamang,yt:Goma Tamang,comment
Prakritiko  denho  .maile  ta  ysto  jodi  dheree  dekhe  .ma ni  achamma  parekothiye. Sachiikee  yasto  hunx.,goma tamang,yt:Goma Tamang,comment
Super Jodi,goma tamang,yt:Goma Tamang,comment
👍,goma tamang,yt:Goma Tamang,comment
Sadhi ramro hosh hjr haruko jiban,goma tamang,yt:Goma Tamang,comment
❤❤❤❤❤,goma tamang,yt:Goma Tamang,comment
💯💯💯💯,goma tamang,yt:Goma Tamang,comment
Wow beautiful,goma tamang,yt:Goma Tamang,comment
👌👌👌👌👌,goma tamang,yt:Goma Tamang,comment
अति शुन्दर जोडी दिदि हजुर हरुको कहिले नछुटनु है वैवाहित जिबन धेरै धेरै शुभकामना 💐💐💐,goma tamang,yt:Goma Tamang,comment
So beautiful ❤❤❤,goma tamang,yt:Goma Tamang,comment
🙏,goma tamang,yt:Goma Tamang,comment
kura ta thikai ho but afno ichchha ta jadarini garnu sakinchha upaya dherai chhan before bhitra anek hunchha ma pani experience chhu but originally jastai chai hunna hai sis.haru?hehehe,goma tamang,yt:Goma Tamang,comment
दाम्पत्य जिवन को सुबह कामना दुबई लाईं,goma tamang,yt:Goma Tamang,comment
Kasto ramailo lagyo pura video herera,goma tamang,yt:Goma Tamang,comment
hajurbau le vannu hunthyo  !!  bachnu parxa  harek dekhnu painxa  !!  ajhai k k dekhnu parne ho  jindagi ma  haiiit  k vako yasto. !! achamma  !,goma tamang,yt:Goma Tamang,comment
👌👌👌👍👍👍,goma tamang,yt:Goma Tamang,comment
Badai cha sis,goma tamang,yt:Goma Tamang,comment
Oho jodi👌👌👌,goma tamang,yt:Goma Tamang,comment
धेरै धेरै राम्रो दिदि हरु लाई हार्दिक बडा छ ❤❤❤❤❤❤,goma tamang,yt:Goma Tamang,comment
Afno ziban ko afno khusi ho.malai ta sarai ramro lagyo . congrats 😊,goma tamang,yt:Goma Tamang,comment
Sukhad jiwanaki shubhakamana,goma tamang,yt:Goma Tamang,comment
Best cupple,goma tamang,yt:Goma Tamang,comment
"जीबन आफ्नो स्वईच्छाले जीउने अधिकार सबैलाईछ तर छोरी छोरी मान्छे भएर बैवाहिक जीबनमा बाधिएर,जोईपोई बन्नु चै अलि सृष्टिको  बिपरित हैन र...",goma tamang,yt:Goma Tamang,comment
Khaasaiii yastoo dekhdaa ramroo ta laagdainaa Tara panii afnu Afnuu jindagiii Hoo Dd haruu yasarinaiii khusiii Chan bhane inaar koo jindagiii Hoo hamii ta badhaiii sibaya k chaiii Bhanna sakinacha ra ?,goma tamang,yt:Goma Tamang,comment
God bless both of you,goma tamang,yt:Goma Tamang,comment
"लोग्ने र स्वास्नी बिच भएको अस्वस्थ सम्बन्धहरुमा जब्बर जस्ती एकोहोरो लतारेर जिवनलाइ अगाडि लैजानु भन्दा ,अब त बाकी जीवन खुसी सङ बिताउने हो ,यो कार्य स्वस्थ समाज निर्माण को लागि दिने बिकल्प पनि हो ,सहि सोच हो मेरो प्यारी बहिनी सरिनको ,दाम्पत्री जीवन खुसिले बितोस !!",goma tamang,yt:Goma Tamang,comment
👍👍👍🙏🙏🙏,goma tamang,yt:Goma Tamang,comment
यो नातकै होला जस्तो लागिरहेछ,goma tamang,yt:Goma Tamang,comment
Lu baibahik jibanko subhakamana 😍😍,goma tamang,yt:Goma Tamang,comment
Vayo yo ram kahani k sunnu.dubailai arsirbat xa..,goma tamang,yt:Goma Tamang,comment
ho sachi Kam chai kasari garnu hunxa yo malai achcham,goma tamang,yt:Goma Tamang,comment
🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼💐💐💐💐💐💐💐,goma tamang,yt:Goma Tamang,comment
So cute. Kati derai maya Hajur haru ko best of luck,goma tamang,yt:Goma Tamang,comment
छ्या छ्या छ्या.......😷,goma tamang,yt:Goma Tamang,comment
"Jindagi afno tarikale bachna painchha, purus ra istri nai bibaha garnu parx bhanne xaina, istri istri nai baru surachhit hunxan",goma tamang,yt:Goma Tamang,comment
best judi love yu,goma tamang,yt:Goma Tamang,comment
♥️♥️🌹🌹👌👌,goma tamang,yt:Goma Tamang,comment
God blessing you both of you. Kasaiko najar nalagos.,goma tamang,yt:Goma Tamang,comment
Aaja po tha vo sarin vaneko ta keti nai hunuhudo raixa ma chai keta socheko,goma tamang,yt:Goma Tamang,comment
Malai pani man ta parxa asal sathi banaune,goma tamang,yt:Goma Tamang,comment
"बाच्न मात्र पर्छ हाम्रै देशमा के के देख्न पाईन्छ भनेको यहि हो हैट, जिबन साथी त रोजेको राम्रै हो। तर सबै थोक मात्र भएर नि हुन्न नि कुरा बुझौं 😐😐😐😐😐",goma tamang,yt:Goma Tamang,comment
❤️❤️❤️🥰 good luck 🍀👍🏻 guys.  Congratulations 🎉🎊🎈🍾🎆🙏🙏,goma tamang,yt:Goma Tamang,comment
hyaaa,goma tamang,yt:Goma Tamang,comment
जेगर्नुभो ठिक गर्नुभो खुसिको जीवन भनेको येहिहो,goma tamang,yt:Goma Tamang,comment
राम्रो छ जोडी अफ्नो जिबन बिताउने हो आफू जे मा खुशी हुन्छ तेइ गर्नु पर्छ । उदाहरण बन्नुहोला दिदिहरु👍️👌,goma tamang,yt:Goma Tamang,comment
Udum chha,goma tamang,yt:Goma Tamang,comment
Kahe navako jatra hade gau Ma vanayko yahi ho .. heyram katijen lai ho...,goma tamang,yt:Goma Tamang,comment
Sarin dd aafno aafno ixa vogai vhahana ho tarama ta kassto achammit vhae hou,goma tamang,yt:Goma Tamang,comment
यो दुनियाँमा बाच्नु मात्र पर्दा रहेछ हरेकै देखिने रहेछ हौ,goma tamang,yt:Goma Tamang,comment
ढिलो भएपनि बैबाही जिबनको शुभकामना,goma tamang,yt:Goma Tamang,comment
La ramro gari khanush hai didee all the besst  we love you,goma tamang,yt:Goma Tamang,comment
BaChne  adhikar  X  aafno  hisable. Tara xutnucee  vayena.,goma tamang,yt:Goma Tamang,comment
Sabai ko vagya ma yasto khusi kaha milxa ra happy married life both of you,goma tamang,yt:Goma Tamang,comment
Bhadai ❤️❤️❤️,goma tamang,yt:Goma Tamang,comment
Sarin dd vanne ki vinaju  vanne ho ??,goma tamang,yt:Goma Tamang,comment
ava baki jiwan shukhamaua hoss..!,goma tamang,yt:Goma Tamang,comment
दाम्पत्य जीवन को धेरै धेरै शुभ कामना दिदी हरू लाई फधै सुखि र खुसि रहनुस💐💐,goma tamang,yt:Goma Tamang,comment
You guys 😜,goma tamang,yt:Goma Tamang,comment
केटासँग विहे गरेर पाे के मिल्याे र ?,goma tamang,yt:Goma Tamang,comment
केटी केटी होस या केटा केटा होस मिलेर संगै बस्नु राम्रो हो एक अर्कोको साथ सहारा बनेको असाध्यै राम्रो हो तर केटीले केटी लाई नै श्रीमान अनि श्रीमती  भन्छन केटाले केटा लाई नै बुढी भन्छन यो कुरा चाहिँ मेरो मनले मानेन माफ गर्नुहोला।हजुरहरु दुबै जना राम्रो मलाई मन पनि पर्छ गलत भन्न खोजेको चाहिँ होइननी फेरि।,goma tamang,yt:Goma Tamang,comment
Hoit Ani yesari keti keti bihe garnu thaleshi hami keta chain kata Jane mero bihe kina hundaina bhaneko ta balla tha vayoni keti le keti manpardo raichha yo junima hamro chain bihe nahola jasto xa garoo xa hau,goma tamang,yt:Goma Tamang,comment
God bless you both 🙏,goma tamang,yt:Goma Tamang,comment
Kina  testo bibaha..............tapaiko. Kamanusarko.  Bibaha.  Chahi. Ramro. Voyena lajmardo. Voyo,goma tamang,yt:Goma Tamang,comment
🤣🤣🤣🤣  k ho yo ko kta ko kti confused,goma tamang,yt:Goma Tamang,comment
Toho jasto lai dukha lagiyo hola malai galita ta dinxa tara to jasto kukkurni harule diyeko gaali le malai farkak pardaina hai,goma tamang,yt:Goma Tamang,comment
❤❤❤❤❤❤❤❤❤❤❤❤,goma tamang,yt:Goma Tamang,comment
Kta  hona ra sarina tanang ki kti nai hau bujina molly  ta,goma tamang,yt:Goma Tamang,comment
Badae cha,goma tamang,yt:Goma Tamang,comment
Wow amazing love story hjrharuko❤️❤️,goma tamang,yt:Goma Tamang,comment
Nice couple love you both,goma tamang,yt:Goma Tamang,comment
vhairala hunanasaki bibaha gari vhairala vhako ho,goma tamang,yt:Goma Tamang,comment
मैले नबुझ्या कुरा नर्मल केटा या केटि हरु किन छक्का बनेका हाेलान नेपालमा छाेरा छाेरि चाहियाे भने मलाइ सम्पर्क गर है नानि हरु,goma tamang,yt:Goma Tamang,comment
Malai chi chitta bujen😏😏😏😏,goma tamang,yt:Goma Tamang,comment
दाम्पत्ये जिबन काे धेरै धेरै  शुभकामना,goma tamang,yt:Goma Tamang,comment
Khoi k khoi k,goma tamang,yt:Goma Tamang,comment
"Haina k ho awaj ta 2 woman jasto lagxha ,",goma tamang,yt:Goma Tamang,comment
aafno aafno feelings ho no worries......god bless u both😍😍,goma tamang,yt:Goma Tamang,comment
पागलनिहरु फर्दाफास पछाडि देखिन्छ अबस्य पनि धैर्य गरौ,goma tamang,yt:Goma Tamang,comment
माया त मायै हो❤🎉,goma tamang,yt:Goma Tamang,comment
